year,category,full_name,show,won
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA WALTER,ARRESTED DEVELOPMENT,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL CERA,ARRESTED DEVELOPMENT,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,PORTIA DE ROSSI,ARRESTED DEVELOPMENT,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,ARRESTED DEVELOPMENT,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,WILL ARNETT,ARRESTED DEVELOPMENT,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,,BOSOTN LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,CANDICE BERGEN,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES SPADER,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JUSTIN MENTELL,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MARK VALLEY,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MONICA POTTER,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RENE AUBERJONOIS,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RHONA MITRA,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RYAN MICHELLE BATHE,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,WILLIAM SHATNER,BOSTON LEGAL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,CHERYL HINES,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JEFF GARLIN,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,LARRY DAVID,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RICHARD LEWIS,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,SHELLEY BERMAN,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,SUSIE ESSMAN,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,ALFRE WOODARD,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,ANDREA BOWEN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,BRENDA STRONG,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,BRENT KINSMAN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,DOUG SAVANT,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,EVA LONGORIA,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES DENTON,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MARCIA CROSS,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MARK MOSES,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MEHCAD BROOKS,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,NICOLLETTE SHERIDAN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RICARDO ANTONIO CHAVIRA,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,ROGER BART,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,SHANE KINSMAN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,STEVEN CULP,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,TERI HATCHER,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD GARRETT,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,DORIS ROBERTS,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MADYLIN SWEETEN,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,MONICA HORAN,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,EDDIE STEEPLES,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,ETHAN SUPLEE,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JAIME PRESSLY,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,JASON LEE,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A COMEDY SERIES,NADINE VELAZQUEZ,MY NAME IS EARL,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,CHANDRA WILSON,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ELLEN POMPEO,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ISAIAH WASHINGTON,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,"JAMES PICKENS, JR.",GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JUSTIN CHAMBERS,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,KATE WALSH,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,KATHERINE HEIGL,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK DEMPSEY,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,SANDRA OH,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,T.R. KNIGHT,GREY'S ANATOMY,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ADEWALE AKINNUOYE-AGBAJE,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,CYNTHIA WATROS,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,DANIEL DAE KIM,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC MONAGHAN,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,EMILIE DE RAVIN,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,EVANGELINE LILLY,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,HAROLD PERRINEAU,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,IAN SOMERHALDER,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JORGE GARCIA,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JOSH HOLLOWAY,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE GRACE,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MALCOLM DAVID KELLEY,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MATTHEW FOX,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE RODRIGUEZ,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,NAVEEN ANDREWS,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,TERRY O'QUINN,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,YUNJIN KIM,LOST,TRUE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,FRANCES CONROY,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,FREDDY RODRIGUEZ,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES CROMWELL,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JEREMY SISTO,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JOANNA CASSIDY,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JUSTINA MACHADO,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,LAUREN AMBROSE,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MATHEW ST. PATRICK,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL C. HALL,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,PETER KRAUSE,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,RACHEL GRIFFITHS,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,TINA HOLMES,SIX FEET UNDER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,COREY REYNOLDS,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,G.W. BAILEY,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,GINA RAVERA,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,J.K. SIMMONS,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JON TENNEY,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL PAUL CHAN,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,RAYMOND CRUZ,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT GOSSETT,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,TONY DENISON,THE CLOSER,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ALAN ALDA,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,ALLISON JANNEY,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,BRADLEY WHITFORD,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,DUL,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JANEANE GAROFALO,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JANEL MOLONEY,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JIMMY SMITS,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SPENCER,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,JOSHUA MALINA,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,KRISTIN CHENOWETH,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MARTIN SHEEN,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,MARY McCORMACK,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD SCHIFF,THE WEST WING,FALSE
2006 - 12th Annual,ENSEMBLE IN A DRAMA SERIES,TERI POLO,THE WEST WING,FALSE
2006 - 12th Annual,FEMALE COMEDY SERIES,CANDICE BERGEN,BOSTON LEGAL,FALSE
2006 - 12th Annual,FEMALE COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,TRUE
2006 - 12th Annual,FEMALE COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2006 - 12th Annual,FEMALE COMEDY SERIES,MARY-LOUISE PARKER,WEEDS,FALSE
2006 - 12th Annual,FEMALE COMEDY SERIES,MEGAN MULLALLY,WILL & GRACE,FALSE
2006 - 12th Annual,FEMALE DRAMA SERIES,GEENA DAVIS,COMMANDER IN CHIEF,FALSE
2006 - 12th Annual,FEMALE DRAMA SERIES,SANDRA OH,GREY'S ANATOMY,TRUE
2006 - 12th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE
2006 - 12th Annual,FEMALE DRAMA SERIES,PATRICIA ARQUETTE,MEDIUM,FALSE
2006 - 12th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE
2006 - 12th Annual,FEMALE LEAD ROLE,ZIYI ZHANG,MEMOIRS OF A GEISHA,FALSE
2006 - 12th Annual,FEMALE LEAD ROLE,JUDI DENCH,MRS. HENDERSON PRESENTS,FALSE
2006 - 12th Annual,FEMALE LEAD ROLE,CHARLIZE THERON,NORTH COUNTRY,FALSE
2006 - 12th Annual,FEMALE LEAD ROLE,FELICITY HUFFMAN,TRANSAMERICA,FALSE
2006 - 12th Annual,FEMALE LEAD ROLE,REESE WITHERSPOON,WALK THE LINE,TRUE
2006 - 12th Annual,FEMALE SUPPORTING ROLE,MICHELLE WILLIAMS,BROKEBACK MOUNTAIN,FALSE
2006 - 12th Annual,FEMALE SUPPORTING ROLE,CATHERINE KEENER,CAPOTE,FALSE
2006 - 12th Annual,FEMALE SUPPORTING ROLE,AMY ADAMS,JUNEBUG,FALSE
2006 - 12th Annual,FEMALE SUPPORTING ROLE,FRANCES McDORMAND,NORTH COUNTRY,FALSE
2006 - 12th Annual,FEMALE SUPPORTING ROLE,RACHEL WEISZ,THE CONSTANT GARDENER,TRUE
2006 - 12th Annual,FEMALE TV MOVIE OR MINISERIES,JOANNE WOODWARD,EMPIRE FALLS,FALSE
2006 - 12th Annual,FEMALE TV MOVIE OR MINISERIES,ROBIN WRIGHT,EMPIRE FALLS,FALSE
2006 - 12th Annual,FEMALE TV MOVIE OR MINISERIES,TONANTZIN CARMELO,INTO THE WEST,FALSE
2006 - 12th Annual,FEMALE TV MOVIE OR MINISERIES,S. EPATHA MERKERSON,LACKAWANNA BLUES,TRUE
2006 - 12th Annual,FEMALE TV MOVIE OR MINISERIES,CYNTHIA NIXON,WARM SPRINGS,FALSE
2006 - 12th Annual,LIFE ACHIEVEMENT,SHIRLEY TEMPLE BLACK,N/A,TRUE
2006 - 12th Annual,MALE COMEDY SERIES,JAMES SPADER,BOSTON LEGAL,FALSE
2006 - 12th Annual,MALE COMEDY SERIES,WILLIAM SHATNER,BOSTON LEGAL,FALSE
2006 - 12th Annual,MALE COMEDY SERIES,LARRY DAVID,CURB YOUR ENTHUSIASM,FALSE
2006 - 12th Annual,MALE COMEDY SERIES,JASON LEE,MY NAME IS EARL,FALSE
2006 - 12th Annual,MALE COMEDY SERIES,SEAN HAYES,WILL & GRACE,TRUE
2006 - 12th Annual,MALE DRAMA SERIES,KIEFER SUTHERLAND,24,TRUE
2006 - 12th Annual,MALE DRAMA SERIES,IAN McSHANE,DEADWOOD,FALSE
2006 - 12th Annual,MALE DRAMA SERIES,PATRICK DEMPSEY,GREY'S ANATOMY,FALSE
2006 - 12th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,FALSE
2006 - 12th Annual,MALE DRAMA SERIES,ALAN ALDA,THE WEST WING,FALSE
2006 - 12th Annual,MALE LEAD ROLE,HEATH LEDGER,BROKEBACK MOUNTAIN,FALSE
2006 - 12th Annual,MALE LEAD ROLE,PHILIP SEYMOUR HOFFMAN,CAPOTE,TRUE
2006 - 12th Annual,MALE LEAD ROLE,RUSSELL CROWE,CINDERELLA MAN,FALSE
2006 - 12th Annual,MALE LEAD ROLE,DAVID STRATHAIRN,"GOOD NIGHT, AND GOOD LUCK.",FALSE
2006 - 12th Annual,MALE LEAD ROLE,JOAQUIN PHOENIX,WALK THE LINE,FALSE
2006 - 12th Annual,MALE SUPPORTING ROLE,JAKE GYLLENHAAL,BROKEBACK MOUNTAIN,FALSE
2006 - 12th Annual,MALE SUPPORTING ROLE,PAUL GIAMATTI,CINDERELLA MAN,TRUE
2006 - 12th Annual,MALE SUPPORTING ROLE,DON CHEADLE,CRASH,FALSE
2006 - 12th Annual,MALE SUPPORTING ROLE,MATT DILLON,CRASH,FALSE
2006 - 12th Annual,MALE SUPPORTING ROLE,GEORGE CLOONEY,SYRIANA,FALSE
2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,EMPIRE FALLS,FALSE
2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,PAUL NEWMAN,EMPIRE FALLS,TRUE
2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,TED DANSON,KNIGHTS OF THE SOUTH BRONX,FALSE
2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,CHRISTOPHER PLUMMER,OUR FATHERS,FALSE
2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,KENNETH BRANAGH,WARM SPRINGS,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,DUSTIN HOFFMAN,FINDING NEVERLAND,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JOHNNY DEPP,FINDING NEVERLAND,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JULIE CHRISTIE,FINDING NEVERLAND,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,KATE WINSLET,FINDING NEVERLAND,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,RADHA MITCHEL,FINDING NEVERLAND,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,DON CHEADLE,HOTEL RWANDA,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JOAQUIN PHOENIX,HOTEL RWANDA,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,NICK NOLTE,HOTEL RWANDA,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,SOPHIE OKONEDO,HOTEL RWANDA,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,CLINT EASTWOOD,MILLION DOLLAR BABY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,HILARY SWANK,MILLION DOLLAR BABY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,MORGAN FREEMAN,MILLION DOLLAR BABY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,AUNJANUE ELLIS,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,CLIFTON POWELL,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,HARRY LENNIX,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JAMIE FOXX,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,KERRY WASHINGTON,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,LARENZ TATE,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,REGINA KING,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,TERRENCE HOWARD,RAY,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,PAUL GIAMATTI,SIDEWAYS,TRUE
2005 - 11th Annual,CAST IN A MOTION PICTURE,SANDRA OH,SIDEWAYS,TRUE
2005 - 11th Annual,CAST IN A MOTION PICTURE,THOMAS HADEN CHURCH,SIDEWAYS,TRUE
2005 - 11th Annual,CAST IN A MOTION PICTURE,VIRGINIA MADSEN,SIDEWAYS,TRUE
2005 - 11th Annual,CAST IN A MOTION PICTURE,ALAN ALDA,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,ALEC BALDWIN,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,CATE BLANCHETT,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,DANNY HUSTON,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,GWEN STEFANI,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,IAN HOLM,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JOHN C. REILLY,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,JUDE LAW,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,KATE BECKINSALE,THE AVIATOR,FALSE
2005 - 11th Annual,CAST IN A MOTION PICTURE,LEONARDO DICAPRIO,THE AVIATOR,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,ALIA SHAWKAT,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID CROSS,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,JASON BATEMAN,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,JEFFREY TAMBOR,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA WALTER,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL CERA,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,PORTIA DE ROSSI,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,WILL ARNETT,ARRESTED DEVELOPMENT,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,ANDREA BOWEN,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,BRENDA STRONG,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,CODY KASCH,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,EVA LONGORIA,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES DENTON,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,JESSE METCALFE,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,MARCIA CROSS,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,MARK MOSES,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,NICOLLETTE SHERIDAN,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,RICARDO ANTONIO CHAVIRA,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,STEVEN CULP,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,TERI HATCHER,DESPERATE HOUSEWIVES,TRUE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD GARRETT,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,DORIS ROBERTS,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,MADYLIN SWEETEN,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,MONICA HORAN,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,,SEX AND THE CITY,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,CYNTHIA NIXON,SEX AND THE CITY,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,KIM CATTRALL,SEX AND THE CITY,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,KRISTIN DAVIS,SEX AND THE CITY,FALSE
2005 - 11th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH JESSICA PARKER,SEX AND THE CITY,FALSE
